id,kind,document,where,statistic,printed,source,locator,transform,status,note
OA348,number,appendix_v3.tex,"III.2, Table A19","drift from January 2019 at 22-25, per month",-0.0032,3_register_mona/exports/2026-09-26_2103_s105/prepath_placebo.csv,csv:part=='D' and spec=='drift_from_2019' and young_band=='22-25' and term=='trend_x_high_x_young'|coef,,,
OA349,number,appendix_v3.tex,"III.2, Table A19",its SE,0.0004,3_register_mona/exports/2026-09-26_2103_s105/prepath_placebo.csv,csv:part=='D' and spec=='drift_from_2019' and young_band=='22-25' and term=='trend_x_high_x_young'|se,,,
OA350,number,appendix_v3.tex,"III.2, Table A19",the same carried over 15.5 months,-0.050,3_register_mona/exports/2026-09-26_2103_s105/prepath_placebo.csv,csv:part=='D' and spec=='drift_from_2019' and young_band=='22-25' and term=='trend_x_high_x_young'|coef,15.5*x,,
OA351,number,appendix_v3.tex,"III.2, Table A19","drift from January 2020 at 22-25, per month",-0.0027,3_register_mona/exports/2026-09-26_2103_s105/prepath_placebo.csv,csv:part=='D' and spec=='drift_from_2020' and young_band=='22-25' and term=='trend_x_high_x_young'|coef,,,
OA352,number,appendix_v3.tex,"III.2, Table A19",its SE,0.0005,3_register_mona/exports/2026-09-26_2103_s105/prepath_placebo.csv,csv:part=='D' and spec=='drift_from_2020' and young_band=='22-25' and term=='trend_x_high_x_young'|se,,,
OA353,number,appendix_v3.tex,"III.2, Table A19","drift from January 2019 at 26-30, per month",-0.0003,3_register_mona/exports/2026-09-26_2103_s105/prepath_placebo.csv,csv:part=='D' and spec=='drift_from_2019' and young_band=='26-30' and term=='trend_x_high_x_young'|coef,,,
OA354,number,appendix_v3.tex,"III.2, Table A19",its SE,0.0003,3_register_mona/exports/2026-09-26_2103_s105/prepath_placebo.csv,csv:part=='D' and spec=='drift_from_2019' and young_band=='26-30' and term=='trend_x_high_x_young'|se,,,
OA355,number,appendix_v3.tex,"III.2, Table A19","placebo tau, boundaries moved back 36 months, 22-25",-0.038,3_register_mona/exports/2026-09-26_2103_s105/prepath_placebo.csv,csv:part=='B' and spec=='placebo_shift_36' and young_band=='22-25' and term=='hy_tau'|coef,,,
OA356,number,appendix_v3.tex,"III.2, Table A19",its SE,0.008,3_register_mona/exports/2026-09-26_2103_s105/prepath_placebo.csv,csv:part=='B' and spec=='placebo_shift_36' and young_band=='22-25' and term=='hy_tau'|se,,,
OA357,number,appendix_v3.tex,"III.2, Table A19","placebo tau, boundaries moved back 24 months, 22-25",+0.004,3_register_mona/exports/2026-09-26_2103_s105/prepath_placebo.csv,csv:part=='B' and spec=='placebo_shift_24' and young_band=='22-25' and term=='hy_tau'|coef,,,
OA358,number,appendix_v3.tex,"III.2, Table A19",its SE,0.007,3_register_mona/exports/2026-09-26_2103_s105/prepath_placebo.csv,csv:part=='B' and spec=='placebo_shift_24' and young_band=='22-25' and term=='hy_tau'|se,,,
OA359,number,appendix_v3.tex,"III.2, Table A19","placebo tau, boundaries moved back 24 months, 26-30",+0.020,3_register_mona/exports/2026-09-26_2103_s105/prepath_placebo.csv,csv:part=='B' and spec=='placebo_shift_24' and young_band=='26-30' and term=='hy_tau'|coef,,,
OA360,number,appendix_v3.tex,"III.2, Table A19",its SE,0.005,3_register_mona/exports/2026-09-26_2103_s105/prepath_placebo.csv,csv:part=='B' and spec=='placebo_shift_24' and young_band=='26-30' and term=='hy_tau'|se,,,
OA361,number,appendix_v3.tex,"III.2, Table A19","the ratio at 22-25 about eight log points above its 2022 level in 2019 and 2020Q1, read within quarters",eight,,,,PENDING,a reading of Table A19's upper panel: 2020Q1 +0.0737 minus 2021Q1 -0.0023 = 0.076; 2019Q1 +0.0789; the word is not machine-checked
T001,table,tables/table1_headline_v3.tex,Table 1,every number in the generated table,,output/tables/table1_headline_v3.tex,,,,
T002,table,tables/top_bottom_occupations.tex,Table A1,every number in the generated table,,output/tables/top_bottom_occupations.tex,,,,
T003,table,tables/tableI2_sumstats_employment.tex,Table A2,every number in the generated table,,output/tables/tableI2_sumstats_employment.tex,,,,
T004,table,tables/tableI2b_sumstats_postings_v3.tex,Table A3,every number in the generated table,,output/tables/tableI2b_sumstats_postings_v3.tex,,,,
T005,table,tables/tableA_remote_measures.tex,Table A4,every number in the generated table,,output/tables/tableA_remote_measures.tex,,,,
T006,table,tables/postings_accounting.tex,Table A5,every number in the generated table,,output/tables/postings_accounting.tex,,,,
T007,table,tables/coverage_by_source.tex,Table A6,every number in the generated table,,output/tables/coverage_by_source.tex,,,,
T008,table,tables/postings_extended.tex,Table A7,every number in the generated table,,output/tables/postings_extended.tex,,,,
T009,table,tables/tableA_posting_robustness.tex,Table A8,every number in the generated table,,output/tables/tableA_posting_robustness.tex,,,,
T010,table,tables/tableA_eloundou_postings.tex,Table A9,every number in the generated table,,output/tables/tableA_eloundou_postings.tex,,,,
T011,table,tables/postings_seasonality.tex,Table A10,every number in the generated table,,output/tables/postings_seasonality.tex,,,,
T012,table,tables/postings_deciles.tex,Table A11,every number in the generated table,,output/tables/postings_deciles.tex,,,,
T013,table,tables/tableA_descriptive_bands.tex,Table A12,every number in the generated table,,output/tables/tableA_descriptive_bands.tex,,,,
T014,table,tables/tableA_window.tex,Table A14,every number in the generated table,,output/tables/tableA_window.tex,,,,
T015,table,tables/tableA_headline_components.tex,Table A15,every number in the generated table,,output/tables/tableA_headline_components.tex,,,,
T016,table,tables/tableA_profile_split65.tex,Table A16,every number in the generated table,,output/tables/tableA_profile_split65.tex,,,,
T017,table,tables/tableA_age_profile.tex,Table A17,every number in the generated table,,output/tables/tableA_age_profile.tex,,,,
T018,table,tables/tableA_fixed_contrasts.tex,Table A18,every number in the generated table,,output/tables/tableA_fixed_contrasts.tex,,,,
T019,table,tables/tableA_prepath.tex,Table A19,every number in the generated table,,output/tables/tableA_prepath.tex,,,,
T020,table,tables/tableA_industry_credit.tex,Table A20,every number in the generated table,,output/tables/tableA_industry_credit.tex,,,,
T021,table,tables/tableA_final_checks.tex,Table A21,every number in the generated table,,output/tables/tableA_final_checks.tex,,,,
T022,table,tables/tableA_cluster_industry.tex,Table A22,every number in the generated table,,output/tables/tableA_cluster_industry.tex,,,,
T023,table,tables/tableA_gender_split.tex,Table A23,every number in the generated table,,output/tables/tableA_gender_split.tex,,,,
T024,table,tables/tableA_education_mix.tex,Table A24,every number in the generated table,,output/tables/tableA_education_mix.tex,,,,
T025,table,tables/tableA_contrast_by_track.tex,Table A25,every number in the generated table,,output/tables/tableA_contrast_by_track.tex,,,,
T026,table,tables/tableA_occ_mix_by_sex.tex,Table A26,every number in the generated table,,output/tables/tableA_occ_mix_by_sex.tex,,,,
T027,table,tables/tableA_size_reliability.tex,Table A27,every number in the generated table,,output/tables/tableA_size_reliability.tex,,,,
T028,table,tables/public_yreg.tex,Table A29,every number in the generated table,,output/tables/public_yreg.tex,,,,
T029,table,tables/tableIV1_coverage.tex,Table A30,every number in the generated table,,output/tables/tableIV1_coverage.tex,,,,
T030,table,tables/tableIV2_vintage.tex,Table A31,every number in the generated table,,output/tables/tableIV2_vintage.tex,,,,
T031,table,tables/tableIV3_backtest.tex,Table A32,every number in the generated table,,output/tables/tableIV3_backtest.tex,,,,
T032,table,tables/tableIV4_backtest_arms.tex,Table A33,every number in the generated table,,output/tables/tableIV4_backtest_arms.tex,,,,
T033,table,tables/tableA_occ_coverage.tex,Table A34,every number in the generated table,,output/tables/tableA_occ_coverage.tex,,,,
T034,table,tables/firm_within_variants.tex,Table A35,every number in the generated table,,output/tables/firm_within_variants.tex,,,,
T035,table,tables/firm_within_did.tex,Table A36,every number in the generated table,,output/tables/firm_within_did.tex,,,,
T036,table,tables/firm_heterogeneity.tex,Table A37,every number in the generated table,,output/tables/firm_heterogeneity.tex,,,,
T037,table,tables/tableA_payment_rule.tex,Table A39,every number in the generated table,,output/tables/tableA_payment_rule.tex,,,,
T038,table,tables/tableA_uncounted.tex,Table A40,every number in the generated table,,output/tables/tableA_uncounted.tex,,,,
T039,table,tables/tableA_unlinked.tex,Table A41,every number in the generated table,,output/tables/tableA_unlinked.tex,,,,
T040,table,tables/tableA_nonmatch.tex,Table A42,every number in the generated table,,output/tables/tableA_nonmatch.tex,,,,
